customer_id,gender,age_group,city,signup_date,order_id,order_date,restaurant_name,dish_name,category,quantity,price,payment_method,order_frequency,last_order_date,loyalty_points,churned,rating,rating_date,delivery_status
C2336,Female,Senior,Islamabad,2025-06-08,O6336,2024-01-27,KFC,Pasta,Chinese,2,1240.12,Wallet,5,2025-06-29,372,Active,1,2025-03-09,Cancelled
C5345,Female,Adult,Karachi,2024-09-16,O9345,2024-01-27,McDonald's,Burger,Continental,3,661.62,Cash,42,2024-11-17,401,Active,1,2024-11-19,Cancelled
C3358,Other,Teenager,Multan,2023-11-18,O7358,2024-01-27,KFC,Fries,Fast Food,5,964.26,Cash,35,2025-06-23,364,Inactive,5,2025-06-27,Delivered
C6348,Female,Adult,Karachi,2024-04-01,O10348,2024-01-27,Burger King,Pasta,Chinese,3,801.26,Card,22,2024-09-17,142,Active,4,2025-03-04,Delivered
C1165,Male,Senior,Lahore,2024-07-31,O5165,2024-01-27,McDonald's,Burger,Continental,1,456.55,Cash,15,2024-12-18,222,Inactive,5,2024-09-10,Delivered
C1057,Male,Adult,Lahore,2023-09-23,O5057,2024-01-27,McDonald's,Pasta,Fast Food,5,1188.1,Wallet,10,2024-10-07,349,Inactive,1,2025-01-23,Cancelled
C1328,Male,Senior,Karachi,2023-12-11,O5328,2024-01-27,Subway,Pizza,Continental,1,910.55,Card,10,2025-04-27,203,Inactive,1,2024-10-22,Cancelled
C2078,Other,Senior,Karachi,2024-10-22,O6078,2024-01-27,McDonald's,Pizza,Dessert,5,371.56,Cash,48,2025-05-17,311,Inactive,5,2025-07-09,Delivered
C6567,Male,Senior,Karachi,2023-09-02,O10567,2024-01-28,Burger King,Sandwich,Chinese,3,526.09,Cash,34,2025-04-29,378,Inactive,2,2024-12-26,Delivered
C1322,Male,Adult,Karachi,2025-07-22,O5322,2024-01-28,Pizza Hut,Pizza,Continental,1,466.7,Cash,41,2025-02-07,131,Active,1,2025-03-27,Delayed
C5603,Other,Senior,Karachi,2025-04-26,O9603,2024-01-28,Subway,Fries,Chinese,1,1489.11,Cash,46,2025-07-04,141,Active,3,2025-03-01,Delivered
C3505,Female,Teenager,Lahore,2025-08-06,O7505,2024-01-28,McDonald's,Pasta,Continental,1,111.42,Cash,32,2025-07-14,47,Inactive,1,2024-09-20,Delivered
C4326,Female,Senior,Islamabad,2025-07-27,O8326,2024-01-28,McDonald's,Sandwich,Chinese,2,234.92,Card,42,2025-02-11,180,Active,1,2024-09-14,Delayed
C2502,Female,Senior,Multan,2024-07-06,O6502,2024-01-28,KFC,Fries,Dessert,2,1427.82,Card,20,2025-02-11,460,Active,1,2024-09-26,Cancelled
C5963,Female,Adult,Lahore,2025-05-13,O9963,2024-01-28,KFC,Pizza,Dessert,5,1023.22,Wallet,24,2025-06-23,181,Active,1,2024-11-16,Cancelled
C5168,Male,Adult,Lahore,2023-08-26,O9168,2024-01-29,Subway,Sandwich,Fast Food,4,1335.08,Wallet,3,2025-04-26,94,Inactive,4,2025-08-12,Delayed
C6670,Male,Adult,Islamabad,2024-05-10,O10670,2024-01-29,KFC,Pasta,Chinese,2,1367.64,Wallet,22,2025-02-28,159,Active,3,2025-02-21,Delivered
C2067,Other,Adult,Islamabad,2024-03-30,O6067,2024-01-29,KFC,Fries,Continental,4,571.84,Card,3,2025-05-12,120,Inactive,5,2025-04-27,Delivered
C4793,Female,Teenager,Multan,2025-02-17,O8793,2024-01-29,KFC,Burger,Dessert,1,986.14,Card,23,2024-11-23,287,Active,1,2025-06-21,Cancelled
C3570,Female,Senior,Islamabad,2023-12-27,O7570,2024-01-29,McDonald's,Pasta,Italian,2,722.68,Cash,15,2025-02-25,0,Active,4,2025-02-26,Delivered
C6352,Female,Senior,Islamabad,2024-08-01,O10352,2024-01-29,KFC,Fries,Dessert,2,176.9,Card,1,2024-09-22,134,Inactive,1,2025-01-17,Cancelled
C2155,Male,Teenager,Lahore,2024-10-05,O6155,2024-01-29,Burger King,Sandwich,Continental,3,1262.56,Card,34,2025-02-16,178,Inactive,1,2024-11-20,Delayed
C1714,Female,Senior,Karachi,2025-03-04,O5714,2024-01-29,Burger King,Pasta,Continental,5,328.51,Cash,17,2024-09-21,108,Active,1,2025-08-05,Delayed
C4283,Female,Senior,Islamabad,2024-03-09,O8283,2024-01-29,Pizza Hut,Pasta,Dessert,5,866.88,Cash,48,2024-11-23,229,Inactive,1,2024-09-28,Cancelled
C4767,Female,Adult,Islamabad,2025-04-20,O8767,2024-01-30,Burger King,Fries,Italian,1,806.81,Cash,50,2025-08-01,311,Active,3,2025-01-13,Delayed
C2599,Female,Senior,Peshawar,2024-08-22,O6599,2024-01-30,Subway,Burger,Fast Food,3,907.98,Card,23,2025-05-13,302,Active,1,2024-11-14,Cancelled
C5547,Female,Senior,Multan,2023-12-31,O9547,2024-01-30,McDonald's,Pasta,Fast Food,4,1232.33,Card,5,2025-08-04,19,Inactive,5,2025-05-21,Delivered
C4944,Female,Senior,Multan,2023-10-22,O8944,2024-01-30,McDonald's,Burger,Dessert,5,418.94,Card,16,2025-01-25,73,Inactive,2,2025-02-18,Delivered
C6861,Female,Senior,Karachi,2024-12-06,O10861,2024-01-30,KFC,Pizza,Dessert,3,596.24,Wallet,49,2024-11-29,177,Active,4,2025-04-04,Delayed
C1291,Female,Adult,Lahore,2023-11-16,O5291,2024-01-30,Pizza Hut,Sandwich,Continental,4,342.31,Wallet,46,2025-01-23,276,Active,4,2024-10-26,Delivered
C5257,Other,Teenager,Karachi,2023-11-01,O9257,2024-01-30,Pizza Hut,Pasta,Continental,4,862.35,Wallet,48,2024-10-23,400,Inactive,2,2024-10-01,Delivered
C2754,Female,Teenager,Lahore,2025-07-22,O6754,2024-01-30,Subway,Burger,Dessert,4,1330.87,Card,43,2024-11-04,128,Inactive,5,2025-05-06,Delivered
C6133,Female,Adult,Islamabad,2024-02-24,O10133,2024-01-30,KFC,Pasta,Fast Food,4,456.94,Wallet,48,2025-07-22,42,Active,1,2025-01-03,Delayed
C3216,Other,Adult,Islamabad,2023-10-08,O7216,2024-01-30,McDonald's,Burger,Italian,2,1130.65,Cash,16,2025-08-13,211,Active,2,2025-05-09,Delayed
C5212,Other,Senior,Lahore,2023-10-25,O9212,2024-01-30,KFC,Burger,Italian,4,1004.77,Wallet,36,2025-06-09,263,Active,1,2025-08-17,Delivered
C4301,Other,Adult,Karachi,2024-01-08,O8301,2024-01-31,Subway,Pasta,Chinese,1,763.67,Card,30,2025-07-20,315,Inactive,4,2025-04-26,Delivered
C6160,Female,Adult,Peshawar,2024-06-22,O10160,2024-01-31,McDonald's,Pizza,Fast Food,4,1427.37,Card,47,2025-05-26,384,Active,1,2025-03-28,Cancelled
C3238,Other,Senior,Multan,2025-03-29,O7238,2024-01-31,Subway,Burger,Dessert,4,1425.94,Wallet,9,2024-11-02,15,Inactive,1,2024-11-28,Cancelled
C3401,Other,Senior,Peshawar,2025-04-07,O7401,2024-01-31,McDonald's,Sandwich,Fast Food,5,1482.22,Card,28,2025-05-16,238,Active,1,2024-12-14,Delayed
C6806,Other,Senior,Multan,2025-07-26,O10806,2024-01-31,Burger King,Burger,Italian,3,909.33,Card,29,2024-11-16,226,Inactive,1,2025-04-17,Cancelled
C4518,Other,Senior,Multan,2023-10-19,O8518,2024-01-31,KFC,Burger,Fast Food,2,1202.07,Card,5,2024-10-22,242,Active,1,2025-02-21,Delivered
C3084,Other,Adult,Karachi,2024-06-01,O7084,2024-02-01,Subway,Sandwich,Dessert,4,956.21,Cash,35,2025-01-24,39,Inactive,2,2024-11-20,Delivered
C5982,Female,Adult,Karachi,2024-04-16,O9982,2024-02-01,Pizza Hut,Sandwich,Fast Food,4,814,Cash,34,2025-04-24,280,Inactive,3,2024-08-26,Delivered
C1860,Other,Adult,Karachi,2023-08-26,O5860,2024-02-01,Subway,Pasta,Chinese,3,1361.64,Wallet,31,2024-10-23,30,Inactive,1,2025-08-14,Cancelled
C1766,Male,Teenager,Peshawar,2024-08-15,O5766,2024-02-01,KFC,Sandwich,Chinese,3,870.23,Cash,40,2024-09-25,305,Active,2,2025-07-19,Delivered
C3626,Male,Senior,Multan,2023-10-27,O7626,2024-02-01,Subway,Burger,Dessert,4,296.34,Wallet,12,2025-05-19,196,Active,3,2025-07-19,Delivered
C2007,Other,Adult,Peshawar,2024-10-09,O6007,2024-02-01,Subway,Pasta,Italian,5,1478.69,Cash,21,2025-07-21,391,Active,1,2025-08-04,Delivered
C2575,Male,Senior,Islamabad,2025-04-27,O6575,2024-02-01,Burger King,Pasta,Fast Food,1,1290.2,Cash,42,2025-06-01,308,Active,1,2024-10-20,Cancelled
C2439,Other,Adult,Karachi,2024-01-07,O6439,2024-02-01,McDonald's,Burger,Continental,4,1196.99,Card,32,2024-12-03,252,Active,1,2025-01-30,Cancelled
C2864,Male,Teenager,Karachi,2025-06-08,O6864,2024-02-02,KFC,Pasta,Dessert,1,1286.55,Cash,4,2025-03-23,454,Active,1,2025-04-26,Delayed
C1136,Other,Senior,Peshawar,2024-03-18,O5136,2024-02-02,KFC,Burger,Chinese,5,1149.89,Wallet,19,2024-09-03,351,Active,1,2024-11-05,Cancelled
C5185,Other,Senior,Multan,2023-12-04,O9185,2024-02-02,KFC,Burger,Chinese,3,178.65,Cash,40,2024-11-01,73,Active,4,2025-06-02,Delayed
C6733,Other,Teenager,Karachi,2025-07-11,O10733,2024-02-02,Burger King,Sandwich,Dessert,5,1464.98,Wallet,30,2024-11-08,382,Inactive,3,2024-12-22,Delivered
C4912,Other,Teenager,Peshawar,2024-04-06,O8912,2024-02-02,Burger King,Pizza,Italian,3,487.56,Wallet,7,2025-03-18,396,Inactive,3,2024-12-26,Delayed
C4405,Female,Teenager,Islamabad,2025-05-15,O8405,2024-02-03,Subway,Sandwich,Italian,1,862.82,Wallet,44,2025-06-03,9,Inactive,1,2025-03-20,Delivered
C5227,Male,Adult,Lahore,2024-09-07,O9227,2024-02-03,Subway,Burger,Italian,3,1061.61,Wallet,48,2025-01-08,410,Inactive,1,2024-09-13,Delivered
C2017,Male,Senior,Lahore,2025-07-29,O6017,2024-02-03,Burger King,Pizza,Italian,2,1021.84,Cash,12,2024-12-10,331,Inactive,4,2025-01-14,Delayed
C1671,Male,Teenager,Peshawar,2025-04-05,O5671,2024-02-03,Subway,Pizza,Dessert,2,1046.99,Cash,41,2025-02-08,467,Active,1,2024-12-28,Delayed
C4707,Other,Senior,Multan,2024-05-16,O8707,2024-02-04,Pizza Hut,Pasta,Fast Food,1,1020.92,Wallet,33,2024-09-16,455,Inactive,4,2024-09-16,Delayed
C3264,Female,Teenager,Islamabad,2023-09-15,O7264,2024-02-04,KFC,Sandwich,Chinese,4,541.34,Cash,1,2025-05-06,38,Inactive,3,2025-07-16,Delayed
C2423,Male,Adult,Multan,2025-04-29,O6423,2024-02-04,Subway,Sandwich,Dessert,1,380.52,Wallet,39,2025-07-02,313,Active,1,2025-01-02,Cancelled
C6063,Female,Adult,Karachi,2024-02-07,O10063,2024-02-04,Burger King,Pasta,Fast Food,5,1157.27,Cash,25,2025-06-22,140,Inactive,1,2025-05-28,Delivered
C1019,Female,Adult,Lahore,2023-12-27,O5019,2024-02-04,Burger King,Sandwich,Continental,2,811.11,Wallet,35,2024-10-13,202,Inactive,3,2024-09-21,Delayed
C6744,Other,Adult,Karachi,2024-08-26,O10744,2024-02-05,Pizza Hut,Sandwich,Fast Food,3,1385.57,Card,44,2025-06-26,150,Active,1,2024-12-17,Cancelled
C1950,Other,Senior,Karachi,2025-02-27,O5950,2024-02-05,McDonald's,Pizza,Chinese,5,973.19,Wallet,37,2025-01-02,371,Inactive,2,2024-09-28,Delivered
C6895,Other,Adult,Lahore,2024-02-27,O10895,2024-02-05,KFC,Fries,Dessert,5,921.34,Wallet,26,2024-12-25,337,Active,4,2025-06-29,Delivered
C1761,Male,Adult,Peshawar,2024-11-01,O5761,2024-02-05,Subway,Burger,Dessert,1,961.38,Card,1,2025-06-15,146,Inactive,1,2024-12-01,Cancelled
C3327,Other,Teenager,Peshawar,2024-12-12,O7327,2024-02-05,Burger King,Burger,Dessert,1,1480.59,Card,40,2025-03-26,250,Active,5,2025-01-27,Delayed
C5259,Male,Teenager,Lahore,2025-07-24,O9259,2024-02-05,McDonald's,Pizza,Chinese,1,348.41,Cash,48,2024-12-22,120,Inactive,1,2025-04-01,Cancelled
C2530,Male,Senior,Lahore,2023-10-12,O6530,2024-02-05,McDonald's,Pasta,Chinese,3,366.28,Wallet,13,2025-05-01,234,Inactive,1,2025-05-18,Cancelled
C6278,Male,Adult,Islamabad,2025-05-10,O10278,2024-02-05,KFC,Burger,Chinese,3,536.49,Wallet,49,2024-12-03,272,Inactive,1,2025-04-14,Delivered
C1640,Other,Senior,Peshawar,2025-02-16,O5640,2024-02-06,Pizza Hut,Burger,Italian,1,1121.14,Card,39,2024-12-20,31,Active,4,2024-11-27,Delivered
C5718,Female,Teenager,Peshawar,2024-04-19,O9718,2024-02-06,KFC,Fries,Dessert,4,1020.4,Cash,5,2025-01-27,73,Inactive,1,2024-10-01,Cancelled
C6084,Female,Senior,Multan,2025-05-18,O10084,2024-02-06,McDonald's,Pizza,Dessert,5,548.59,Wallet,50,2025-03-11,311,Active,5,2025-08-04,Delayed
C3708,Female,Adult,Karachi,2023-12-13,O7708,2024-02-06,Subway,Pizza,Fast Food,1,1073.18,Wallet,1,2024-12-04,96,Inactive,1,2024-09-23,Delivered
C4714,Female,Senior,Islamabad,2024-08-04,O8714,2024-02-06,Subway,Fries,Chinese,2,1001.76,Card,1,2024-12-09,115,Active,4,2024-12-27,Delayed
C5104,Female,Senior,Islamabad,2024-08-28,O9104,2024-02-06,McDonald's,Pizza,Chinese,2,710.01,Wallet,46,2025-03-09,51,Active,2,2024-09-18,Delayed
C3988,Female,Adult,Lahore,2024-07-13,O7988,2024-02-06,Subway,Pizza,Continental,2,880.6,Cash,22,2024-10-12,215,Active,5,2025-03-20,Delayed
C4845,Male,Adult,Peshawar,2024-07-09,O8845,2024-02-06,Subway,Pasta,Italian,3,527.78,Card,6,2025-03-27,133,Inactive,5,2025-05-28,Delayed
C4972,Male,Adult,Islamabad,2025-01-16,O8972,2024-02-06,Burger King,Burger,Dessert,4,252.25,Cash,42,2024-09-23,163,Active,1,2025-03-27,Cancelled
C3689,Other,Teenager,Peshawar,2024-04-22,O7689,2024-02-07,KFC,Sandwich,Dessert,3,1229.53,Cash,6,2024-10-21,11,Active,1,2025-07-04,Cancelled
C3501,Other,Teenager,Peshawar,2023-11-03,O7501,2024-02-07,McDonald's,Burger,Chinese,1,776.39,Wallet,11,2025-06-17,112,Inactive,1,2024-12-25,Cancelled
C2852,Female,Adult,Peshawar,2024-02-13,O6852,2024-02-07,Subway,Fries,Continental,3,474.62,Cash,26,2024-08-29,358,Active,3,2025-03-19,Delayed
C6919,Other,Adult,Karachi,2025-04-26,O10919,2024-02-07,McDonald's,Pizza,Italian,1,435.08,Card,46,2025-07-26,358,Active,2,2025-08-20,Delayed
C4032,Male,Teenager,Peshawar,2025-05-23,O8032,2024-02-07,McDonald's,Sandwich,Continental,5,408.29,Wallet,47,2025-03-15,20,Active,2,2024-11-02,Delivered
C1497,Male,Teenager,Karachi,2025-05-08,O5497,2024-02-07,Burger King,Pizza,Fast Food,3,1494.29,Wallet,17,2025-03-24,495,Inactive,1,2024-09-15,Cancelled
C3342,Female,Adult,Peshawar,2025-05-05,O7342,2024-02-07,Pizza Hut,Pasta,Fast Food,3,914.81,Wallet,19,2025-02-01,67,Active,1,2025-08-15,Delayed
C5194,Other,Teenager,Multan,2025-04-17,O9194,2024-02-08,Pizza Hut,Sandwich,Dessert,1,1021.82,Wallet,15,2024-10-25,430,Inactive,2,2025-05-12,Delivered
C5480,Other,Adult,Karachi,2024-03-14,O9480,2024-02-08,Subway,Fries,Italian,5,1421.13,Card,39,2025-07-27,352,Active,3,2024-10-22,Delayed
C1319,Other,Senior,Multan,2025-06-23,O5319,2024-02-08,KFC,Fries,Chinese,2,1228.42,Cash,25,2024-10-14,409,Inactive,4,2025-07-14,Delivered
C2589,Female,Senior,Karachi,2025-05-12,O6589,2024-02-08,McDonald's,Sandwich,Italian,3,748.42,Wallet,3,2024-12-30,462,Inactive,1,2024-09-09,Delayed
C5232,Female,Senior,Lahore,2024-07-22,O9232,2024-02-08,Burger King,Sandwich,Fast Food,1,730.76,Wallet,34,2024-10-15,479,Active,1,2024-08-21,Cancelled
C2352,Other,Adult,Karachi,2024-08-21,O6352,2024-02-08,KFC,Pizza,Fast Food,1,938.44,Card,3,2025-03-03,241,Active,5,2024-11-19,Delayed
C1246,Other,Senior,Islamabad,2024-07-15,O5246,2024-02-08,Subway,Burger,Chinese,3,165.69,Card,22,2024-12-30,236,Active,4,2024-10-08,Delivered
C3363,Female,Teenager,Peshawar,2024-03-10,O7363,2024-02-09,McDonald's,Fries,Dessert,3,171.95,Cash,25,2025-06-14,215,Active,4,2025-01-24,Delayed
C2742,Other,Adult,Islamabad,2024-03-28,O6742,2024-02-09,KFC,Burger,Chinese,1,878.99,Wallet,29,2025-07-17,105,Inactive,1,2025-05-08,Cancelled
C5193,Female,Senior,Peshawar,2024-06-19,O9193,2024-02-09,KFC,Pasta,Dessert,3,646.37,Card,7,2025-05-18,138,Active,1,2025-04-30,Delivered
C4943,Other,Adult,Lahore,2025-06-08,O8943,2024-02-09,KFC,Burger,Dessert,3,948.43,Wallet,44,2025-01-17,51,Inactive,2,2024-09-13,Delivered
C3039,Other,Senior,Karachi,2023-10-16,O7039,2024-02-09,Pizza Hut,Burger,Chinese,4,150.64,Cash,45,2025-03-24,367,Active,3,2025-02-21,Delivered
C2247,Female,Senior,Multan,2024-10-23,O6247,2024-02-09,Subway,Pizza,Italian,4,1088.13,Wallet,44,2024-10-30,63,Inactive,5,2025-02-10,Delayed
C2982,Male,Teenager,Islamabad,2024-04-17,O6982,2024-02-09,Subway,Pasta,Italian,4,290.88,Cash,21,2025-06-03,458,Inactive,1,2025-01-28,Cancelled
C5311,Female,Senior,Peshawar,2025-07-15,O9311,2024-02-10,McDonald's,Sandwich,Italian,4,1111.65,Card,42,2025-04-09,130,Inactive,1,2025-07-14,Cancelled
C3508,Female,Teenager,Multan,2024-06-13,O7508,2024-02-10,McDonald's,Burger,Continental,2,721.57,Wallet,34,2024-12-11,201,Active,1,2025-07-09,Cancelled
C4499,Other,Teenager,Peshawar,2024-04-09,O8499,2024-02-10,McDonald's,Burger,Chinese,2,318,Card,48,2025-06-18,241,Active,5,2024-10-08,Delayed
C3888,Male,Teenager,Islamabad,2024-04-18,O7888,2024-02-10,Pizza Hut,Burger,Chinese,3,1341.31,Wallet,2,2024-09-17,19,Inactive,1,2025-04-10,Delivered
C5084,Other,Adult,Peshawar,2024-09-07,O9084,2024-02-10,KFC,Pasta,Italian,1,1258.9,Card,44,2024-10-05,225,Inactive,1,2025-06-16,Cancelled
C1623,Female,Senior,Peshawar,2024-12-25,O5623,2024-02-10,Pizza Hut,Fries,Fast Food,4,1370.81,Wallet,36,2025-03-06,95,Inactive,1,2024-08-28,Delivered
C6480,Male,Senior,Multan,2023-10-19,O10480,2024-02-10,McDonald's,Pizza,Italian,1,820.63,Cash,4,2025-03-09,147,Active,4,2024-12-14,Delayed
C2944,Male,Adult,Multan,2024-08-08,O6944,2024-02-10,McDonald's,Sandwich,Continental,3,455,Card,45,2025-03-18,403,Active,1,2025-08-15,Cancelled
C2638,Other,Senior,Peshawar,2024-04-29,O6638,2024-02-11,KFC,Burger,Continental,2,716.66,Wallet,12,2025-01-08,187,Inactive,1,2024-12-10,Cancelled
C3602,Female,Adult,Peshawar,2023-10-12,O7602,2024-02-11,McDonald's,Burger,Chinese,5,1247.58,Wallet,16,2024-08-25,442,Inactive,3,2024-09-30,Delivered
C3368,Female,Teenager,Peshawar,2024-06-19,O7368,2024-02-11,Burger King,Sandwich,Continental,3,386.59,Card,24,2024-11-13,468,Active,2,2024-10-06,Delivered
C6512,Other,Senior,Karachi,2024-06-28,O10512,2024-02-11,McDonald's,Pizza,Continental,4,1449.23,Card,41,2025-05-29,257,Inactive,2,2024-10-25,Delayed
C4775,Female,Teenager,Peshawar,2024-02-16,O8775,2024-02-11,Subway,Sandwich,Continental,4,412.31,Card,14,2025-07-01,18,Active,2,2024-12-19,Delayed
C6322,Female,Senior,Multan,2024-05-23,O10322,2024-02-11,Pizza Hut,Sandwich,Dessert,1,1250.97,Cash,16,2025-06-04,30,Inactive,3,2025-06-24,Delayed
C5515,Male,Senior,Karachi,2023-09-10,O9515,2024-02-11,Burger King,Sandwich,Chinese,1,985.03,Wallet,43,2024-09-29,344,Inactive,1,2024-09-25,Cancelled
C2745,Male,Teenager,Peshawar,2023-08-27,O6745,2024-02-11,Burger King,Burger,Dessert,3,1283.92,Cash,13,2024-09-08,244,Inactive,2,2024-12-17,Delayed
C2828,Female,Adult,Karachi,2024-03-15,O6828,2024-02-11,Subway,Sandwich,Continental,5,1104.92,Cash,11,2025-07-14,404,Active,2,2024-08-24,Delivered
C6872,Other,Teenager,Islamabad,2024-04-18,O10872,2024-02-11,Burger King,Sandwich,Dessert,4,1392.57,Card,18,2025-05-07,47,Active,1,2024-11-10,Cancelled
C2537,Male,Adult,Islamabad,2025-06-18,O6537,2024-02-12,Burger King,Fries,Dessert,3,1360.89,Cash,5,2025-08-20,227,Active,1,2024-08-27,Cancelled
C1780,Male,Senior,Islamabad,2025-04-19,O5780,2024-02-12,Pizza Hut,Fries,Italian,5,377.25,Card,9,2025-05-13,422,Active,1,2024-12-08,Delayed
C5698,Other,Teenager,Lahore,2024-07-11,O9698,2024-02-12,McDonald's,Pasta,Dessert,5,289.61,Cash,7,2025-06-18,116,Inactive,3,2024-09-04,Delayed
C6445,Female,Senior,Peshawar,2025-04-05,O10445,2024-02-12,KFC,Pizza,Italian,1,659.93,Wallet,16,2025-04-27,113,Active,4,2025-05-25,Delivered
C4256,Male,Teenager,Lahore,2024-09-27,O8256,2024-02-12,KFC,Sandwich,Italian,2,967.79,Cash,41,2024-10-11,412,Inactive,1,2025-06-25,Cancelled
C4690,Other,Senior,Islamabad,2024-01-17,O8690,2024-02-13,Burger King,Pizza,Continental,3,171.93,Card,16,2025-03-20,129,Active,4,2024-08-29,Delayed
C1952,Other,Senior,Peshawar,2024-05-17,O5952,2024-02-13,KFC,Fries,Fast Food,5,631.61,Card,25,2025-02-25,34,Active,5,2024-08-25,Delivered
C4415,Other,Teenager,Islamabad,2024-07-20,O8415,2024-02-13,Burger King,Burger,Continental,3,427.8,Card,20,2025-03-19,11,Active,2,2025-02-28,Delivered
C3108,Female,Adult,Karachi,2024-01-28,O7108,2024-02-14,Subway,Sandwich,Dessert,5,344.8,Cash,7,2025-03-02,400,Active,4,2024-10-21,Delivered
C4750,Male,Adult,Peshawar,2024-02-20,O8750,2024-02-14,Subway,Burger,Fast Food,1,1370.46,Wallet,15,2025-05-25,59,Inactive,1,2024-09-02,Cancelled
C4480,Male,Adult,Lahore,2024-08-23,O8480,2024-02-14,KFC,Fries,Dessert,1,291.03,Wallet,42,2025-06-25,205,Inactive,4,2024-12-01,Delayed
C1462,Female,Adult,Islamabad,2025-04-10,O5462,2024-02-14,McDonald's,Fries,Chinese,4,1215.7,Wallet,2,2025-08-07,298,Active,5,2024-09-24,Delayed
C4524,Other,Senior,Islamabad,2025-05-12,O8524,2024-02-14,KFC,Burger,Fast Food,2,1271.3,Wallet,3,2025-01-02,300,Active,1,2025-04-08,Cancelled
C1199,Other,Teenager,Lahore,2024-08-10,O5199,2024-02-15,Subway,Sandwich,Chinese,4,347.46,Wallet,37,2024-11-26,74,Inactive,3,2025-03-17,Delivered
C3219,Male,Teenager,Multan,2024-08-23,O7219,2024-02-15,Burger King,Sandwich,Chinese,1,729.97,Wallet,5,2025-07-16,472,Active,4,2024-12-10,Delivered
C2407,Female,Teenager,Karachi,2024-12-15,O6407,2024-02-15,KFC,Fries,Fast Food,5,1493.07,Cash,14,2025-02-13,423,Active,1,2025-05-17,Cancelled
C2199,Female,Senior,Karachi,2024-12-28,O6199,2024-02-15,KFC,Fries,Chinese,5,695.51,Wallet,27,2025-03-23,227,Inactive,1,2025-05-24,Cancelled
C1533,Other,Adult,Karachi,2025-07-17,O5533,2024-02-15,Burger King,Fries,Chinese,2,420.11,Card,15,2024-11-07,281,Inactive,1,2024-08-31,Delayed
C4211,Other,Senior,Peshawar,2024-10-31,O8211,2024-02-15,KFC,Burger,Fast Food,5,527.23,Cash,16,2025-03-10,256,Inactive,4,2025-02-27,Delayed
C1121,Female,Senior,Islamabad,2025-06-11,O5121,2024-02-15,Pizza Hut,Pasta,Dessert,5,784.74,Wallet,22,2024-11-14,425,Active,1,2024-10-05,Delivered
C6991,Female,Teenager,Multan,2023-09-24,O10991,2024-02-15,KFC,Burger,Chinese,4,1298.75,Card,28,2024-09-22,285,Active,1,2025-07-07,Delivered
C5779,Other,Teenager,Multan,2024-05-07,O9779,2024-02-16,KFC,Fries,Continental,1,298.83,Card,23,2024-10-15,275,Active,1,2025-02-06,Cancelled
C1719,Male,Teenager,Lahore,2024-12-24,O5719,2024-02-16,KFC,Pasta,Italian,5,848.34,Card,12,2025-06-20,283,Inactive,3,2025-02-04,Delayed
C2355,Male,Senior,Multan,2023-09-30,O6355,2024-02-16,McDonald's,Sandwich,Fast Food,2,1114.25,Cash,47,2025-03-30,60,Active,1,2025-05-25,Cancelled
C3936,Other,Adult,Peshawar,2025-01-26,O7936,2024-02-16,Burger King,Pizza,Italian,3,807.34,Card,11,2025-07-22,44,Inactive,1,2025-05-17,Delivered
C1003,Male,Teenager,Islamabad,2023-11-15,O5003,2024-02-16,Burger King,Pizza,Fast Food,1,133.44,Cash,16,2025-03-09,142,Active,1,2025-02-16,Cancelled
C2508,Other,Teenager,Karachi,2024-03-05,O6508,2024-02-16,KFC,Burger,Italian,2,178.97,Cash,21,2025-02-20,322,Inactive,1,2024-12-02,Delayed
C4398,Female,Teenager,Karachi,2025-07-03,O8398,2024-02-16,KFC,Sandwich,Italian,2,893.7,Wallet,33,2025-02-20,245,Active,1,2024-11-02,Delayed
C3686,Male,Adult,Islamabad,2024-12-22,O7686,2024-02-17,Pizza Hut,Fries,Chinese,4,1180.26,Cash,33,2024-10-25,456,Inactive,2,2025-07-26,Delayed
C4924,Male,Senior,Multan,2025-06-27,O8924,2024-02-17,Pizza Hut,Burger,Fast Food,5,701.73,Wallet,24,2025-01-16,394,Active,3,2025-08-11,Delayed
C6969,Other,Adult,Peshawar,2024-03-25,O10969,2024-02-17,Pizza Hut,Pizza,Continental,5,1213.36,Cash,43,2025-05-28,439,Inactive,1,2024-11-03,Cancelled
C6581,Female,Teenager,Karachi,2024-11-20,O10581,2024-02-17,McDonald's,Fries,Dessert,2,865.17,Card,8,2025-07-04,374,Inactive,3,2024-10-15,Delayed
C2795,Female,Senior,Islamabad,2023-10-29,O6795,2024-02-17,McDonald's,Sandwich,Dessert,3,386.38,Wallet,37,2025-06-28,257,Inactive,1,2024-11-17,Cancelled
C2707,Female,Senior,Karachi,2024-10-03,O6707,2024-02-17,Pizza Hut,Sandwich,Dessert,1,988.94,Cash,49,2024-12-07,443,Active,1,2024-11-28,Cancelled
C4509,Other,Teenager,Multan,2024-03-08,O8509,2024-02-17,Subway,Fries,Continental,4,1106.76,Wallet,20,2025-06-11,368,Active,3,2024-09-30,Delivered
C5876,Female,Teenager,Islamabad,2025-06-17,O9876,2024-02-17,Burger King,Sandwich,Fast Food,2,966.63,Card,18,2024-11-28,461,Inactive,4,2024-11-23,Delayed
C5701,Other,Senior,Islamabad,2024-08-09,O9701,2024-02-18,Subway,Fries,Chinese,2,1273.83,Wallet,23,2025-01-19,474,Inactive,1,2025-03-09,Cancelled
